"Company","ProblemCount","Problems"
"Testbook.com","1","Single Number II"
"Texas Instruments","2","Counting Bits | Reverse Linked List II"
"Thales","1","Linked List Cycle"
"Think Future Technologies","1","Candy"
"Thomson Reuters","1","Longest Substring Of All Vowels in Order"
"Thought Works","4","Coin Change II | Permutations | Reorganize String | Unique Paths"
"Thoughts2Binary Consulting and Solutions","1","Linked List Cycle"
"Thoughtspot","3","Count Subarrays With Median K | Most Stones Removed with Same Row or Column | Reverse Linked List II"
"Thumbtack","1","Vowel Spellchecker"
"TIAA","1","Find Greatest Common Divisor of Array"
"TIBCO Software India","1","Reverse Linked List II"
"Tiger Analytics","2","Find Closest Number to Zero | Majority Element II"
"TikTok","126","3Sum | 3Sum Smaller | Active Users | Amount of New Area Painted Each Day | Asteroid Collision | Backspace String Compare | Basic Calculator III | Best Time to Buy and Sell Stock | Binary Tree Cameras | Binary Tree Maximum Path Sum | Buildings With an Ocean View | Bus Routes | Capacity To Ship Packages Within D Days | Champagne Tower | Cheapest Flights Within K Stops | Closest Dessert Cost | Closest Prime Numbers in Range | Complete Binary Tree Inserter | Continuous Subarray Sum | Count Binary Substrings | Count Complete Subarrays in an Array | Count Complete Tree Nodes | Count Increasing Quadruplets | Count Primes | Count the Hidden Sequences | Course Schedule | Course Schedule II | Custom Sort String | Decode String | Design a Stack With Increment Operation | Design Snake Game | Evaluate Division | Find a Peak Element II | Find All Good Indices | Find All Possible Recipes from Given Supplies | Find K Closest Elements | Find Median from Data Stream | Find Palindrome With Fixed Length | Find the Score of All Prefixes of an Array | Frog Jump | Gas Station | Group Anagrams | Incremental Memory Leak | Integer to Roman | Intersection of Two Linked Lists | Jump Game II | Jump Game IV | Jump Game V | Kth Largest Element in an Array | Kth Missing Positive Number | Length of the Longest Alphabetical Continuous Substring | Lexicographical Numbers | Longest Happy String | Longest Increasing Path in a Matrix | Longest Increasing Subsequence | LRU Cache | Make Array Empty | Make Array Non-decreasing or Non-increasing | Making A Large Island | Max Consecutive Ones II | Maximum Length of Semi-Decreasing Subarrays | Maximum Profit in Job Scheduling | Maximum Swap | Meeting Rooms III | Meeting Scheduler | Merge Intervals | Merge k Sorted Lists | Merge Operations to Turn Array Into a Palindrome | Minimize Malware Spread | Minimize Malware Spread II | Minimum Difficulty of a Job Schedule | Minimum Increment to Make Array Unique | Minimum Number of Steps to Make Two Strings Anagram | Minimum Time to Type Word Using Special Typewriter | Monotonic Array | Most Popular Video Creator | Most Stones Removed with Same Row or Column | Move Zeroes | Next Greater Element II | Next Greater Element III | Next Permutation | N-Queens | Number of Good Leaf Nodes Pairs | Number of Islands | Number of Visible People in a Queue | Number of Ways of Cutting a Pizza | Number of Ways to Split a String | Odd Even Linked List | Palindrome Partitioning | Path Sum III | Path with Maximum Gold | Plates Between Candles | Possible Bipartition | Pow(x, n) | Predict the Winner | Prefix and Suffix Search | Reformat Date | Remove Comments | Remove Duplicate Letters | Restore IP Addresses | Robot Room Cleaner | Roman to Integer | Russian Doll Envelopes | Score of Parentheses | Search in Rotated Sorted Array | Search Insert Position | Serialize and Deserialize Binary Tree | Shortest Path in a Grid with Obstacles Elimination | Sliding Puzzle | Sliding Window Maximum | Spiral Matrix II | Split Array Largest Sum | Step-By-Step Directions From a Binary Tree Node to Another | Subarray Sum Equals K | Subarrays with K Different Integers | Sudoku Solver | Sum of Distances in Tree | Surrounded Regions | The Most Similar Path in a Graph | The Number of Weak Characters in the Game | Time Based Key-Value Store | Two Sum Less Than K | Valid Parentheses | Validate Binary Search Tree | Validate Stack Sequences | Walls and Gates"
"Times Internet","3","Copy List with Random Pointer | Kth Largest Element in an Array | Search in Rotated Sorted Array"
"Tokopedia","1","Median of Two Sorted Arrays"
"Toptal","2","Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts | Reformat Phone Number"
"Tower Research","1","Bricks Falling When Hit"
"Tower Research Capital","1","All Nodes Distance K in Binary Tree"
"Travclan","3","Kth Largest Element in an Array | Reverse Linked List II | Search in Rotated Sorted Array"
"Traveloka","3","Coin Change II | Get Equal Substrings Within Budget | Search in Rotated Sorted Array"
"Travelopia","1","Add Two Numbers II"
"Tredence Analytics","1","Reverse Linked List II"
"Trexquant","1","Graph Connectivity With Threshold"
"Trilogy","4","Bitwise XOR of All Pairings | Handling Sum Queries After Update | Minimum Time to Kill All Monsters | Substring XOR Queries"
"Triology","1","Is Graph Bipartite?"
"Triology Innovations","2","Coin Change II | Minimum Depth of Binary Tree"
"TripleByte","1","Minimum ASCII Delete Sum for Two Strings"
"Truminds Software Systems","1","Linked List Cycle"
"Turbot","1","Check if an Array Is Consecutive"
"turing","2","Number of Islands | Sum of Left Leaves"
"TuSimple","8","Binary Tree Maximum Path Sum | Binary Tree Postorder Traversal | Count the Number of Good Subsequences | Intervals Between Identical Elements | Longest Increasing Subsequence | Maximum Good People Based on Statements | Merge k Sorted Lists | Number of Ways to Earn Points"
"Twilio","18","Add Two Numbers II | All Nodes Distance K in Binary Tree | Binary Tree Maximum Path Sum | Course Schedule II | Find Median from Data Stream | Group Anagrams | Implement Stack using Queues | Knight Dialer | Letter Combinations of a Phone Number | LRU Cache | Maximize Greatness of an Array | Minimum Equal Sum of Two Arrays After Replacing Zeros | Minimum Number of Swaps to Make the String Balanced | Sliding Window Maximum | Sort Array by Increasing Frequency | Subarray Sums Divisible by K | Text Justification | Unique Paths"
"Twitch","6","Battleships in a Board | Create a Session Bar Chart | Design a File Sharing System | Number of Islands | Search in Rotated Sorted Array | Toss Strange Coins"
"Twitter","44","Accounts Merge | Binary Gap | Binary Tree Maximum Path Sum | Count Student Number in Departments | Count Sub Islands | Customer Placing the Largest Number of Orders | Design Authentication Manager | Design Hit Counter | Design Log Storage System | Design Search Autocomplete System | Design Skiplist | Find Median from Data Stream | Finding the Users Active Minutes | Flatten Nested List Iterator | Implement Trie | Insert Delete GetRandom O(1) | Invalid Tweets | Investments in 2016 | Masking Personal Information | Maximum Frequency Stack | Maximum Number of Events That Can Be Attended II | Merge Intervals | Minimum Add to Make Parentheses Valid | Minimum Elements to Add to Form a Given Sum | Minimum Genetic Mutation | Minimum Moves to Equal Array Elements | Minimum Number of Steps to Make Two Strings Anagram | Minimum Number of Taps to Open to Water a Garden | Number of Black Blocks | Paint House | Palindromic Substrings | Process Tasks Using Servers | Product of Two Run-Length Encoded Arrays | Random Pick with Weight | Rearrange String k Distance Apart | Reconstruct Itinerary | Rectangles Area | Sliding Window Maximum | Subsets | Time Needed to Buy Tickets | Tree Node | Tweet Counts Per Frequency | Word Search | Word Search II"
"Two Sigma","8","Maximum Product of Splitted Binary Tree | Maximum Subarray Sum with One Deletion | Maximum Sum Circular Subarray | Minimum Operations to Reduce an Integer to 0 | Multiply Strings | Power of Four | Sliding Window Maximum | Top K Frequent Words"
"Uber","262","01 Matrix | 3Sum | Add Binary | Add Two Integers | Add Two Numbers | Add Two Numbers II | Alien Dictionary | All Nodes Distance K in Binary Tree | Amount of New Area Painted Each Day | Arithmetic Slices II - Subsequence | Article Views I | As Far from Land as Possible | Baseball Game | Basic Calculator | Basic Calculator II | Best Position for a Service Centre | Best Team With No Conflicts | Best Time to Buy and Sell Stock | Best Time to Buy and Sell Stock III | Binary Search | Binary Subarrays With Sum | Binary Tree Right Side View | Boats to Save People | Bomb Enemy | Break a Palindrome | Build Array from Permutation | Buildings With an Ocean View | Burst Balloons | Bus Routes | Calculate Digit Sum of a String | Candy | Capacity To Ship Packages Within D Days | Champagne Tower | Cheapest Flights Within K Stops | Check for Contradictions in Equations | Check if a String Is an Acronym of Words | Check If String Is a Prefix of Array | Cherry Pickup | Climbing Stairs | Closest Subsequence Sum | Coin Change II | Collect Coins in a Tree | Consecutive Numbers | Construct Binary Tree from Preorder and Inorder Traversal | Construct K Palindrome Strings | Construct Quad Tree | Contains Duplicate | Contains Duplicate II | Count Good Numbers | Count Nice Pairs in an Array | Course Schedule | Course Schedule II | Course Schedule IV | Create Binary Tree From Descriptions | Customer Placing the Largest Number of Orders | Daily Temperatures | Decode String | Delete Duplicate Emails | Department Top Three Salaries | Design Bounded Blocking Queue | Design HashMap | Design Hit Counter | Divide Nodes Into the Maximum Number of Groups | Dungeon Game | Duplicate Emails | Employee Free Time | Employees Earning More Than Their Managers | Escape the Spreading Fire | Evaluate Division | Exam Room | Exchange Seats | Extra Characters in a String | Fair Candy Swap | Falling Squares | Find All Anagrams in a String | Find All Possible Recipes from Given Supplies | Find Customer Referee | Find Distance in a Binary Tree | Find First and Last Position of Element in Sorted Array | Find Followers Count | Find in Mountain Array | Find K Closest Elements | Find Median from Data Stream | Find Minimum in Rotated Sorted Array | Find Peak Element | Find the City With the Smallest Number of Neighbors at a Threshold Distance | Find the Closest Palindrome | Find the Distance Value Between Two Arrays | Find the Duplicate Number | Flatten Nested List Iterator | Flood Fill | Frequency of the Most Frequent Element | Gas Station | Generate Parentheses | Group Anagrams | Happy Number | Hopper Company Queries I | Hopper Company Queries II | Hopper Company Queries III | Implement strStr() | Insert Delete GetRandom O(1) | Integer Break | Interleaving String | Intersection of Multiple Arrays | Interval List Intersections | Invert Binary Tree | IPO | Is Graph Bipartite? | Iterator for Combination | K Divisible Elements Subarrays | K-diff Pairs in an Array | Kth Largest Element in an Array | Kth Smallest Element in a BST | Kth Smallest Element in a Sorted Matrix | Largest Plus Sign | Largest Rectangle in Histogram | Leftmost Column with at Least a One | Letter Combinations of a Phone Number | Lexicographical Numbers | Longest Common Prefix | Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit | Longest Increasing Path in a Matrix | Longest Increasing Subsequence | Longest Repeating Character Replacement | Longest Substring Without Repeating Characters | Loud and Rich | LRU Cache | Majority Element | Making A Large Island | Managers with at Least 5 Direct Reports | Maximize Win From Two Segments | Maximum Employees to Be Invited to a Meeting | Maximum Length of a Concatenated String with Unique Characters | Maximum Length of Pair Chain | Maximum Number of Eaten Apples | Maximum Performance of a Team | Maximum Profit in Job Scheduling | Maximum Subarray | Maximum Subarray Min-Product | Maximum Subsequence Score | Maximum Sum Circular Subarray | Maximum XOR for Each Query | Meeting Rooms II | Meeting Rooms III | Merge Intervals | Merge Sorted Array | Merge Strings Alternately | Merge Two Binary Trees | Merge Two Sorted Lists | Min Cost Climbing Stairs | Minesweeper | Minimum Absolute Sum Difference | Minimum Difference in Sums After Removal of Elements | Minimum Difficulty of a Job Schedule | Minimum Insertion Steps to Make a String Palindrome | Minimum Number of Operations to Make Array Continuous | Minimum Path Sum | Minimum Score Triangulation of Polygon | Minimum Sum of Squared Difference | Minimum Time to Complete Trips | Move Zeroes | My Calendar I | My Calendar II | Next Greater Element I | Next Palindrome Using Same Digits | Next Permutation | Number of Islands | Number of Islands II | Number of Nodes in the Sub-Tree With the Same Label | Number of People That Can Be Seen in a Grid | Number of Provinces | Number of Strings That Appear as Substrings in Word | Number of Ways to Reach Destination in the Grid | Number Of Ways To Reconstruct A Tree | Numbers At Most N Given Digit Set | Open the Lock | Optimal Account Balancing | Pacific Atlantic Water Flow | Palindrome Number | Partition Array Into Two Arrays to Minimize Sum Difference | Pascal's Triangle | Peak Index in a Mountain Array | Permutations | Points That Intersect With Cars | Possible Bipartition | Pow(x, n) | Product of Array Except Self | Put Marbles in Bags | Random Pick with Blacklist | Random Pick with Weight | Range Module | Rank Scores | Reaching Points | Reconstruct Itinerary | Recyclable and Low Fat Products | Regions Cut By Slashes | Regular Expression Matching | Remove Boxes | Remove Comments | Remove Nth Node From End of List | Reorder List | Reorganize String | Restore The Array | Restore the Array From Adjacent Pairs | Reverse Words in a String III | Rising Temperature | Roman to Integer | Rotate Image | Rotating the Box | Sales Person | Search a 2D Matrix | Search Insert Position | Serialize and Deserialize Binary Tree | Serialize and Deserialize N-ary Tree | Set Intersection Size At Least Two | Shortest Bridge | Shortest Common Supersequence | Shortest Distance to Target Color | Shortest Path in a Grid with Obstacles Elimination | Shuffle an Array | Single Number | Sliding Puzzle | Sliding Window Maximum | Snakes and Ladders | Sort Colors | Special Positions in a Binary Matrix | Spiral Matrix | Split Linked List in Parts | Split Message Based on Limit | String Compression II | String Transforms Into Another String | Strobogrammatic Number | Strobogrammatic Number II | Subarrays with K Different Integers | Subsets | Subtract the Product and Sum of Digits of an Integer | Sudoku Solver | Surrounded Regions | Swim in Rising Water | Symmetric Tree | Task Scheduler | Text Justification | The Skyline Problem | Thousand Separator | Top K Frequent Elements | Top K Frequent Words | Trapping Rain Water | Trips and Users | Two Sum | Two Sum IV - Input is a BST | Unique Binary Search Trees II | Unique Paths | Valid Parentheses | Valid Sudoku | Verifying an Alien Dictionary | Vertical Order Traversal of a Binary Tree | Wildcard Matching | Word Break | Word Pattern | Word Pattern II | Word Search | Word Search II"
